xdm_path,xdm_title,xdm_type,cja_id,cja_name,cja_type
environment.browserDetails._acxpevangelist.ClientHintsExist,ClientHintsExist,string,,,
_experience.decisioning.propositionAction.id,id,string,,,
_experience.decisioning.propositionAction.label,label,string,,,
_experience.decisioning.propositionAction.reason,reason,string,,,
_experience.decisioning.propositionAction.tokens,tokens,string[],,,
_experience.decisioning.propositionEventType.dismiss,dismiss,integer,,,
_experience.decisioning.propositionEventType.display,display,integer,,,
_experience.decisioning.propositionEventType.interact,interact,integer,,,
_experience.decisioning.propositionEventType.send,send,integer,,,
_experience.decisioning.propositionEventType.suppressDisplay,suppressDisplay,integer,,,
_experience.decisioning.propositionEventType.suppressSend,suppressSend,integer,,,
_experience.decisioning.propositionEventType.trigger,trigger,integer,,,
_experience.decisioning.propositionEventType.unsubscribe,unsubscribe,integer,,,
_experience.decisioning.propositions,Involved Propositions,array,variables/66577f485e767a2c9e40b94d._experience.decisioning.propositions.scopeDetails.correlationID.activityName,Activity Name,dimension
_experience.decisioning.propositions,Involved Propositions,array,variables/66577f485e767a2c9e40b94d._experience.decisioning.propositions.scopeDetails.correlationID.activeDates,Active Dates,dimension
_experience.decisioning.propositions,Involved Propositions,array,variables/66577f485e767a2c9e40b94d._experience.decisioning.propositions.scopeDetails.correlationID.controlExperience,Control Experience,dimension
_experience.decisioning.propositions,Involved Propositions,array,variables/66577f485e767a2c9e40b94d._experience.decisioning.propositions.scopeDetails.correlationID.experienceName,Experience Name,dimension
_experience.decisioning.propositions,Involved Propositions,array,variables/66577f485e767a2c9e40b94d._experience.decisioning.propositions.scopeDetails.correlationID.activityID,Activity ID,dimension
_experience.decisioning.propositions,Involved Propositions,array,variables/66577f485e767a2c9e40b94d._experience.decisioning.propositions.scopeDetails.correlationID.activityExperience,Activity Experience,dimension
_experience.decisioning.propositions,Involved Propositions,array,variables/66577f485e767a2c9e40b94d._experience.decisioning.propositions.scopeDetails.correlationID.experienceID,Experience ID,dimension
_experience.decisioning.propositions.decisionEventDetails.algorithmID,Algorithm Reference,string,,,
_experience.decisioning.propositions.decisionEventDetails.experienceID,Experience Reference,string,,,
_experience.decisioning.propositions.decisionEventDetails.trafficType,Traffic Type,string,,,
_experience.decisioning.propositions.decisionEventID,Decision Event Identifier (deprecated),string,,,
_experience.decisioning.propositions.decisionScope,Decision Event Scope (deprecated),string,,,
_experience.decisioning.propositions.decisionScopeDetails.activity._repo.etag,Activity ETag,string,,,
_experience.decisioning.propositions.decisionScopeDetails.activity.endTime,Activity End Date and Time,string,,,
_experience.decisioning.propositions.decisionScopeDetails.activity.fallback,Fallback Option,string,,,
_experience.decisioning.propositions.decisionScopeDetails.activity.id,Activity Identifier,string,,,
_experience.decisioning.propositions.decisionScopeDetails.activity.matchedSurfaces,Matches action surfaces from the activity,string[],,,
_experience.decisioning.propositions.decisionScopeDetails.activity.name,Activity Name,string,,,
_experience.decisioning.propositions.decisionScopeDetails.activity.priority,Activity Priority,integer,,,
_experience.decisioning.propositions.decisionScopeDetails.activity.startTime,Activity Start Date and Time,string,,,
_experience.decisioning.propositions.decisionScopeDetails.correlationID,Correlation Identifier,string,,,
_experience.decisioning.propositions.decisionScopeDetails.decisionProvider,Decision Provider,string,,,
_experience.decisioning.propositions.decisionScopeDetails.experience.id,Experience Identifier,string,,,
_experience.decisioning.propositions.decisionScopeDetails.id,Decision Scope Identifier,string,,,
_experience.decisioning.propositions.decisionScopeDetails.interactionMeasurements,Interaction Measurements used in this Scope,array,,,
_experience.decisioning.propositions.decisionScopeDetails.interactionMeasurements.observation.field,Field name,string,,,
_experience.decisioning.propositions.decisionScopeDetails.interactionMeasurements.observation.mapping,Mapping type,string,,,
_experience.decisioning.propositions.decisionScopeDetails.interactionMeasurements.observation.value,Observation mapping,string,,,
_experience.decisioning.propositions.decisionScopeDetails.interactionMeasurements.outcome._id,Outcome identifier,string,,,
_experience.decisioning.propositions.decisionScopeDetails.interactionMeasurements.outcome.field,Outcome property path,string,,,
_experience.decisioning.propositions.decisionScopeDetails.placement._repo.etag,Placement ETag,string,,,
_experience.decisioning.propositions.decisionScopeDetails.placement.channelID,Placement's Channel Identifier,string,,,
_experience.decisioning.propositions.decisionScopeDetails.placement.id,Placement Identifier,string,,,
_experience.decisioning.propositions.decisionScopeDetails.placement.name,Placement Name,string,,,
_experience.decisioning.propositions.decisionScopeDetails.rank,Scope Rank,integer,,,
_experience.decisioning.propositions.decisionScopeDetails.strategies,Strategy Step Details,array,,,
_experience.decisioning.propositions.decisionScopeDetails.strategies.algorithmID,Algorithm Identifier,string,,,
_experience.decisioning.propositions.decisionScopeDetails.strategies.step,Execution Step,string,,,
_experience.decisioning.propositions.decisionScopeDetails.strategies.strategyID,Step's Strategy Identifier,string,,,
_experience.decisioning.propositions.decisionScopeDetails.strategies.trafficType,Traffic Type,string,,,
_experience.decisioning.propositions.decisionScopeDetails.strategies.treatmentID,Treatment Identifier,string,,,
_experience.decisioning.propositions.id,Decision Proposition Identifier,string,,,
_experience.decisioning.propositions.items,Selected Options,array,,,
_experience.decisioning.propositions.items._experience.decisioning.propositionsProfile.id,Unique Identifier,string,,,
_experience.decisioning.propositions.items._experience.decisioning.propositionsProfile.value,,number,,,
_experience.decisioning.propositions.items._experience.decisioning.propositionsTotal.id,Unique Identifier,string,,,
_experience.decisioning.propositions.items._experience.decisioning.propositionsTotal.value,,number,,,
_experience.decisioning.propositions.items._repo.etag,Decision Option ETag,string,,,
_experience.decisioning.propositions.items.id,Decision Option Identifier,string,,,
_experience.decisioning.propositions.items.itemSelection.rankingDetail.algorithmID,Algorithm Identifier,string,,,
_experience.decisioning.propositions.items.itemSelection.rankingDetail.step,Execution Step,string,,,
_experience.decisioning.propositions.items.itemSelection.rankingDetail.strategyID,Step's Strategy Identifier,string,,,
_experience.decisioning.propositions.items.itemSelection.rankingDetail.trafficType,Traffic Type,string,,,
_experience.decisioning.propositions.items.itemSelection.rankingDetail.treatmentID,Treatment Identifier,string,,,
_experience.decisioning.propositions.items.itemSelection.selectionDetail.selectionType,Selection Type,string,,,
_experience.decisioning.propositions.items.itemSelection.selectionDetail.strategyID,Decision Option Strategy ID,string,,,
_experience.decisioning.propositions.items.itemSelection.selectionDetail.strategyName,Strategy Name,string,,,
_experience.decisioning.propositions.items.itemSelection.selectionDetail.version,Selection Version,string,,,
